MSSubClass,MSZoning,LotFrontage,LotArea,Street,OverallQual,OverallCond,YearBuilt,YearRemo,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
80,0,102,10192,0,7,6,1968,1992,570,1920,3,0,4,1,2,0,98,0,0,0,0,0,9,2006,170000
60,0,78,11700,0,6,6,1968,1968,727,1556,1,1,4,1,2,0,0,0,0,0,0,0,5,2009,154000
20,0,65,25095,0,5,8,1968,2003,1437,1473,1,0,1,1,1,0,48,0,0,60,0,0,6,2009,143000
20,0,65,8450,0,5,6,1968,1968,1056,1056,1,0,3,1,1,0,85,184,0,0,0,0,7,2010,142000
20,0,70,8400,0,5,5,1968,1968,1052,1052,1,1,3,1,1,356,0,0,0,0,0,0,11,2006,138500
90,0,72,10778,0,4,5,1968,1968,1768,1768,2,0,4,2,0,0,0,0,0,0,0,0,4,2010,136500
20,0,55,8250,0,5,5,1968,1968,952,1211,1,0,3,1,1,0,63,0,0,0,0,0,8,2008,134000
20,0,62,9858,0,5,6,1968,1968,864,874,1,0,3,1,1,33,0,0,0,0,0,600,11,2009,130000
20,0,109,8724,0,5,5,1968,1968,894,894,1,0,3,1,2,0,0,0,0,0,0,0,5,2007,129000
20,0,120,13560,0,6,3,1968,1968,1392,1392,1,0,2,1,2,0,0,240,0,0,0,0,7,2009,110000
60,0,85,11075,0,6,5,1969,1969,952,2112,2,1,4,1,2,280,0,0,0,0,0,0,6,2008,206900
90,0,91,11643,0,5,5,1969,1969,1248,2634,2,2,6,2,4,0,0,0,0,0,0,0,8,2009,200000
60,0,80,9364,0,6,7,1969,1969,663,1352,1,1,4,1,1,379,36,0,0,0,0,0,3,2010,158000
60,0,80,10793,0,5,5,1969,1969,780,1620,2,1,4,1,2,208,0,0,0,0,0,0,4,2007,152000
20,0,65,9750,0,6,8,1969,1969,1054,1054,1,1,3,1,2,180,0,0,0,80,0,0,7,2008,151000
20,0,80,9600,0,7,5,1969,1969,1164,1164,1,1,3,1,2,0,0,0,0,0,0,0,7,2006,140000
60,0,70,11606,0,5,5,1969,1969,1040,2080,1,2,5,1,2,335,0,0,0,0,0,0,9,2007,135000
20,0,69,9920,0,5,6,1969,1969,971,971,1,1,3,1,1,0,0,0,0,0,0,0,5,2006,128500
90,0,60,12900,0,4,4,1969,1969,1198,1258,0,2,0,2,2,120,0,0,0,0,0,0,1,2008,108959
20,0,95,15865,0,8,6,1970,1970,2217,2217,2,0,4,1,2,81,207,0,0,224,0,0,10,2007,268000
20,0,80,10400,0,7,6,1970,1970,1304,1682,2,0,3,1,2,98,0,0,0,0,0,0,5,2008,174000
20,0,85,10628,0,7,5,1970,1970,1277,1277,1,0,2,1,2,0,0,0,0,176,0,0,4,2007,167000
85,0,54,7244,0,5,7,1970,1970,768,768,1,0,2,1,2,104,0,0,0,0,0,0,4,2007,129500
190,0,60,9873,0,4,5,1970,1970,960,960,1,0,3,1,2,0,288,0,0,0,0,0,5,2006,129000
160,1,24,2368,0,5,6,1970,1970,765,1365,1,1,3,1,2,0,36,0,0,0,0,0,5,2009,125000
20,0,70,8120,0,4,7,1970,1970,864,864,1,0,3,1,2,0,0,0,0,0,0,0,7,2009,124500
20,0,60,6960,0,4,6,1970,1970,864,864,1,0,3,1,2,96,0,0,0,0,0,500,11,2009,120500
160,1,21,1869,0,6,6,1970,1970,483,987,1,1,2,1,1,0,0,0,0,0,0,0,9,2008,106000
160,1,24,2016,0,5,5,1970,1970,630,1302,2,1,3,1,2,0,0,0,0,0,0,0,4,2007,106000
160,1,21,1533,0,4,6,1970,2008,546,1344,1,1,3,1,0,0,0,0,0,0,0,0,5,2009,97000
180,1,21,1533,0,5,7,1970,1970,630,630,1,0,1,1,0,0,0,0,0,0,0,0,8,2006,92000
160,1,21,2217,0,4,4,1970,1970,546,1092,1,1,3,1,1,238,0,0,0,0,0,0,8,2009,88000
180,1,21,1526,0,4,8,1970,2002,630,630,1,0,1,1,1,0,0,0,0,0,0,0,5,2009,86000
180,1,21,1936,0,4,6,1970,1970,630,630,1,0,1,1,0,0,0,0,0,0,0,0,12,2007,84500
180,1,21,1477,0,4,4,1970,1970,630,630,1,0,1,1,1,0,0,0,0,0,0,0,4,2009,80000
160,1,21,2001,0,4,5,1970,1970,546,1092,1,1,3,1,1,0,0,0,0,0,0,0,1,2007,75000
20,0,70,12243,0,5,6,1971,1971,1484,1484,2,0,3,1,2,224,0,0,0,180,0,0,2,2007,175000
80,0,80,8816,0,6,7,1971,1971,1010,1052,1,0,3,1,2,0,0,0,0,0,0,0,6,2010,155000
20,0,80,11040,0,6,7,1971,2004,1258,1258,2,0,3,1,2,55,0,0,216,0,0,0,10,2008,145000
90,0,94,9400,0,6,5,1971,1971,912,1824,2,2,4,2,0,128,0,0,0,0,0,0,4,2010,139000
80,0,70,10500,0,5,7,1971,2005,372,1109,1,0,3,1,1,35,0,0,0,0,0,0,12,2007,139000
20,0,70,8294,0,4,5,1971,1971,858,872,1,0,3,1,4,0,0,0,0,0,0,0,6,2007,123000
20,0,60,9000,0,4,6,1971,1971,864,864,1,0,3,1,2,0,0,0,0,0,0,0,5,2007,120500
20,0,61,9758,0,5,5,1971,1971,950,950,1,0,3,1,1,0,0,0,0,0,0,0,7,2007,119500
20,0,70,10500,0,4,5,1971,1971,864,864,1,0,3,1,0,0,0,0,0,0,0,0,4,2010,115000
160,1,21,1680,0,5,5,1971,1971,630,1302,2,1,3,1,1,0,0,0,0,0,0,0,5,2009,112000
20,0,70,10500,0,4,6,1971,1971,864,864,1,0,2,1,2,216,0,0,0,0,0,0,3,2009,97000
160,1,21,1680,0,6,5,1971,1971,672,1218,1,1,3,1,0,201,0,0,0,0,0,0,4,2006,91500
160,1,21,1680,0,6,3,1971,1971,483,987,1,1,2,1,1,0,0,0,0,0,0,0,8,2008,89500
160,1,21,1680,0,6,5,1971,1971,525,1092,1,1,3,1,1,0,0,0,0,0,0,0,3,2010,88000
160,1,21,1680,0,6,5,1971,1971,483,987,1,1,2,1,1,0,0,0,0,0,0,0,7,2008,85400
80,0,75,13860,0,8,7,1972,1995,1952,2704,2,1,4,1,2,269,111,0,0,0,0,0,7,2009,345000
20,0,78,9360,0,6,7,1972,2006,1161,1381,1,1,3,1,2,0,0,0,0,0,0,0,3,2010,197500
60,0,80,10400,0,6,5,1972,1972,732,1790,1,2,4,1,2,148,0,0,0,147,0,0,11,2006,165150
85,0,90,10012,0,4,5,1972,1972,1138,1181,2,0,3,1,2,0,0,180,0,0,0,0,4,2008,137500
85,0,60,7200,0,5,8,1972,2003,768,768,1,0,2,1,1,192,0,0,0,0,0,0,4,2009,133900
20,0,36,15523,0,5,6,1972,1972,864,864,1,0,3,1,1,0,0,0,0,0,0,0,8,2009,133500
85,0,70,8445,0,5,7,1972,2007,768,768,1,0,2,1,2,58,0,0,0,0,0,0,3,2009,133000
20,0,120,9560,0,5,7,1972,1972,864,864,1,0,3,1,1,0,0,0,0,0,0,0,6,2006,128500
20,0,60,7180,0,5,7,1972,1972,864,864,1,0,3,1,1,0,0,0,0,0,0,0,5,2008,127000
160,1,21,1680,0,5,7,1972,1972,630,1302,2,1,3,1,1,185,0,0,0,0,0,0,2,2009,119500
160,1,21,1680,0,6,8,1972,2007,483,987,1,1,2,1,1,250,0,0,0,0,0,0,5,2009,118000
160,1,21,1680,0,6,7,1972,1972,672,1218,1,1,3,1,1,0,28,0,0,0,0,0,5,2006,118000
20,0,70,7700,0,5,5,1972,1972,882,882,1,0,3,1,2,96,0,0,0,0,0,0,3,2007,112500
160,1,21,1680,0,6,5,1972,1972,483,987,1,1,2,1,1,0,0,0,0,0,0,0,6,2006,94500
180,1,21,1890,0,4,7,1972,1972,630,630,1,0,1,1,0,88,0,0,0,0,0,0,6,2008,81000
180,1,21,1491,0,4,6,1972,1972,630,630,1,0,1,1,0,96,24,0,0,0,0,0,5,2010,75500
20,0,95,13651,0,7,6,1973,1973,2223,2223,2,0,3,1,2,300,0,0,0,0,0,0,2,2007,244000
20,0,80,9600,0,7,6,1973,1973,1242,1242,1,1,3,1,2,0,0,0,0,0,0,0,9,2007,175500
20,0,80,10000,0,5,6,1973,2000,1176,1178,1,1,3,1,2,224,0,0,0,0,0,0,11,2008,157000
160,1,42,3964,0,6,4,1973,1973,942,2521,2,1,5,1,2,728,20,0,0,0,0,0,6,2006,151400
90,0,87,9246,0,5,5,1973,1973,1656,1656,2,0,4,2,2,0,211,0,0,0,0,0,11,2008,135000
160,1,21,1890,0,6,5,1973,1973,672,1218,1,1,3,1,1,144,28,0,0,0,0,0,5,2007,113000
160,1,21,1680,0,6,5,1973,1973,483,987,1,1,2,1,1,0,0,0,0,0,0,0,11,2008,100000
180,1,21,1596,0,4,5,1973,1973,462,988,1,0,2,1,1,120,101,0,0,0,0,0,11,2009,91000
160,1,21,1953,0,6,5,1973,1973,483,987,1,1,2,1,1,72,0,0,0,0,0,0,6,2006,83000
60,0,90,10800,0,6,7,1974,1997,1522,2614,2,1,4,1,2,38,243,0,0,0,0,0,6,2008,240000
60,0,76,9120,0,6,6,1974,1974,901,1876,2,1,4,1,2,0,69,0,0,0,0,0,7,2008,185000
20,0,78,10140,0,6,6,1974,1999,1040,1309,1,1,3,1,2,265,0,0,0,0,648,0,1,2006,181000
85,0,85,10625,0,7,6,1974,1974,1053,1173,2,0,3,1,2,0,120,0,0,0,0,0,1,2010,170000
20,0,78,10140,0,6,5,1974,1974,1064,1350,2,0,3,1,2,0,0,0,0,0,0,0,8,2009,165000
160,0,24,2308,0,6,5,1974,1974,855,1322,2,1,3,1,2,260,0,0,0,0,0,0,6,2009,147000
90,0,60,9000,0,5,5,1974,1974,896,1792,2,2,4,2,0,32,45,0,0,0,0,0,9,2009,136000
20,0,62,70761,0,7,5,1975,1975,1533,1533,2,0,2,1,2,200,54,0,0,0,0,0,12,2006,280000
20,0,78,10140,0,5,6,1975,1975,1056,1074,1,1,3,1,2,0,88,0,0,0,0,0,7,2006,153500
90,0,35,9400,0,6,5,1975,1975,945,980,2,0,4,0,0,0,0,0,0,0,0,0,10,2006,127500
20,0,120,10356,0,5,6,1975,1975,969,969,1,1,3,1,2,0,0,0,0,0,0,0,1,2007,122000
20,0,88,7990,0,5,6,1975,1975,924,924,1,0,3,1,1,0,0,0,0,0,0,0,4,2008,110000
20,0,90,10768,0,5,8,1976,2004,1437,1437,2,0,3,1,2,0,21,0,0,180,0,0,7,2007,218000
60,0,80,10480,0,7,6,1976,1976,803,1964,2,1,4,1,2,0,69,0,0,0,0,0,9,2008,205000
90,0,63,9297,0,5,5,1976,1976,1728,1728,2,0,4,2,2,0,0,0,0,0,0,0,7,2006,188000
80,0,80,9600,0,6,7,1976,1994,528,1855,2,1,3,1,2,113,100,0,0,0,0,0,8,2007,187000
20,0,80,9600,0,6,8,1976,1976,1262,1262,2,0,3,1,2,298,0,0,0,0,0,0,5,2007,181500
20,0,104,11361,0,6,5,1976,1976,1193,1523,2,0,3,1,2,0,0,0,0,189,0,0,5,2008,180000
60,0,78,10140,0,7,5,1976,1976,832,1664,2,1,4,1,2,0,28,0,0,259,0,0,3,2006,162900
160,0,24,2308,0,6,6,1976,1976,804,1548,2,1,3,1,2,48,0,0,0,0,0,0,7,2007,155000
20,0,80,10400,0,7,5,1976,1976,1090,1370,2,0,3,1,2,0,0,0,0,0,0,0,6,2009,152000
90,0,55,12640,0,6,5,1976,1976,1728,1728,2,0,4,2,2,40,0,0,0,0,0,0,7,2006,150900
160,0,24,2280,0,6,6,1976,1976,855,1456,2,1,3,1,2,87,0,0,0,0,0,0,7,2009,148500
120,1,44,4224,0,5,5,1976,1976,1142,1142,1,1,3,1,2,536,90,0,0,0,0,0,8,2007,134000
80,0,55,10780,0,5,5,1976,1976,911,954,1,0,3,1,2,0,0,0,0,0,0,0,7,2006,132500
120,1,44,4224,0,5,7,1976,1976,1040,1060,1,0,3,1,2,100,110,0,0,0,0,0,6,2007,129900
20,0,75,10650,0,5,6,1976,1976,894,894,1,0,3,1,1,365,0,0,0,0,0,0,2,2010,128200
80,0,72,7200,0,6,6,1976,1976,1041,1125,1,0,3,1,1,296,0,0,0,0,0,0,10,2009,125000
80,0,94,7819,0,6,5,1976,1976,1029,1117,1,0,3,1,2,144,0,0,0,0,0,0,3,2010,107000
160,1,36,2592,0,5,3,1976,1976,536,1112,1,1,3,1,1,182,0,0,0,0,0,0,4,2010,85000
20,0,80,12984,0,5,6,1977,1977,1430,1647,2,0,3,1,2,0,0,0,0,0,0,0,3,2006,217500
60,0,83,10005,0,7,5,1977,1977,1160,2022,2,1,4,1,2,288,117,0,0,0,0,0,3,2008,192000
20,0,105,11751,0,6,6,1977,1977,1844,1844,2,0,3,1,2,0,122,0,0,0,0,0,1,2010,190000
60,0,92,11952,0,7,6,1977,1977,808,1969,2,1,3,1,2,0,0,0,0,276,0,0,11,2007,190000
20,0,75,10125,0,6,6,1977,1977,1196,1279,2,0,3,1,2,238,83,0,0,0,0,0,2,2008,171500
80,0,76,9880,0,6,6,1977,1977,1096,1118,1,0,3,1,1,203,0,0,0,0,576,0,7,2008,171000
20,0,80,9650,0,6,5,1977,1977,1350,1334,2,0,2,1,2,0,16,0,0,0,0,0,4,2009,167900
20,0,80,17400,0,5,5,1977,1977,1126,1126,2,0,3,1,2,295,41,0,0,0,0,0,5,2006,160000
60,0,75,7950,0,6,6,1977,1977,690,1426,1,1,3,1,2,252,0,0,0,0,0,0,7,2009,159500
80,0,88,8471,0,6,7,1977,1995,506,1212,1,0,3,1,2,292,12,0,0,0,0,0,7,2006,151000
20,0,61,8800,0,5,7,1977,2008,1040,1040,2,0,3,1,2,0,0,0,0,288,0,0,9,2009,150500
90,0,42,7711,0,4,3,1977,1977,1440,1440,2,0,4,2,0,321,0,0,0,0,0,0,8,2007,150000
80,0,65,8385,0,5,8,1977,1977,985,985,2,0,3,1,1,210,0,0,0,0,0,0,11,2008,149900
90,4,60,8400,0,5,5,1977,1977,0,2020,2,0,4,2,2,0,0,0,0,0,0,0,10,2007,144000
20,0,71,8197,0,6,5,1977,1977,660,1285,1,1,3,1,2,138,0,0,0,0,0,0,4,2007,143500
120,0,53,4043,0,6,6,1977,1977,1069,1069,2,0,2,1,2,0,55,0,0,200,0,0,10,2008,140000
20,0,71,7064,0,5,6,1977,1977,980,980,1,0,3,1,2,192,0,0,0,0,0,0,7,2009,135000
90,0,78,10530,0,6,5,1977,1977,975,1004,1,0,2,1,2,0,0,0,0,0,0,0,5,2006,135000
120,0,53,4043,0,6,5,1977,1977,1069,1069,2,0,2,1,2,0,55,0,0,165,0,0,7,2010,127500
160,1,41,2665,0,5,6,1977,1977,757,1475,2,0,4,1,1,104,26,0,0,0,0,0,7,2006,127000
90,0,75,10125,0,5,5,1977,1977,0,1734,2,0,4,2,2,0,0,0,0,0,0,0,8,2009,126000
20,0,85,11900,0,7,5,1977,1977,1386,1411,2,0,3,1,2,192,0,0,0,0,0,0,4,2009,82500
60,0,80,16692,0,7,5,1978,1978,1392,2784,3,1,5,1,2,0,112,0,0,440,519,2000,7,2006,250000
20,0,85,13175,0,6,6,1978,1988,1542,2073,2,0,3,1,2,349,0,0,0,0,0,0,2,2010,210000
60,0,70,11184,0,6,5,1978,1978,918,1683,2,1,3,1,2,243,0,0,0,0,0,0,7,2009,172500
20,0,82,11880,0,7,5,1978,1978,1271,1601,2,0,3,1,2,0,0,0,0,0,0,0,4,2009,157000
60,0,74,7844,0,6,7,1978,1978,672,1400,1,1,3,1,2,0,0,0,0,0,0,0,3,2006,149500
160,0,24,2289,0,6,6,1978,1978,855,1441,2,1,3,1,2,28,0,0,0,0,0,0,4,2009,148500
160,0,24,2280,0,6,5,1978,1978,855,1456,2,1,3,1,2,26,0,0,0,0,0,0,7,2010,146000
20,0,60,8430,0,5,5,1978,1978,1040,1040,2,0,3,1,0,0,0,0,0,0,0,0,8,2009,124000
90,1,68,8930,0,6,5,1978,1978,0,1902,2,0,4,2,2,0,0,0,0,0,0,0,4,2010,112000
60,0,80,11584,0,7,6,1979,1979,539,1725,2,1,3,1,2,0,88,216,0,0,0,0,11,2007,197000
20,0,48,17043,0,6,5,1979,1998,1362,1586,2,0,3,1,2,192,0,0,0,0,0,0,1,2009,181000
90,0,64,7018,0,5,5,1979,1979,1086,1224,0,2,2,2,2,120,0,0,0,0,0,0,6,2009,153337
90,0,64,7018,0,5,5,1979,1979,0,2240,2,0,6,2,2,154,0,0,0,0,0,0,6,2009,142953
90,0,64,7018,0,5,5,1979,1979,0,1535,2,0,4,2,2,0,0,0,0,0,0,0,6,2009,118964
90,0,64,7018,0,5,5,1979,1979,0,1535,2,0,4,2,2,0,0,0,0,0,0,0,6,2009,118858
120,0,55,7892,0,6,5,1979,1979,918,918,2,0,2,1,1,28,0,0,0,0,0,0,4,2010,99500
60,0,94,13005,0,7,7,1980,1980,845,2353,2,1,4,1,2,288,195,0,0,0,0,0,8,2009,260000
20,0,79,10240,0,6,6,1980,1980,1686,1686,2,0,3,1,2,384,131,0,0,0,0,0,5,2006,207500
60,0,70,8400,0,6,6,1980,1981,650,1564,2,1,3,1,2,0,50,0,0,204,0,0,4,2010,171000
160,1,24,1950,0,6,6,1980,1980,716,1556,2,1,3,1,2,161,0,0,0,0,0,0,7,2008,151000
90,0,64,6979,0,6,5,1980,1980,1056,1056,0,0,0,2,2,264,56,0,0,0,0,600,6,2010,144000
120,0,50,8012,0,6,5,1980,1980,923,923,2,0,2,1,1,80,0,0,0,0,0,0,5,2010,143000
90,1,60,7200,0,5,5,1980,1980,936,936,1,0,2,1,2,49,0,0,0,0,0,0,8,2007,140000
160,1,24,1300,0,6,6,1980,1980,561,1229,1,1,2,1,2,150,0,0,0,0,0,0,5,2009,124000
160,0,75,10762,0,6,6,1980,1980,626,1217,1,1,3,1,1,0,28,0,0,0,0,0,4,2009,120000
20,0,68,50271,0,9,5,1981,1987,1842,1842,0,1,0,1,3,857,72,0,0,0,0,0,11,2006,385000
20,0,80,9600,0,8,5,1981,1981,2524,2524,2,1,4,1,2,474,120,0,0,0,0,0,7,2009,278000
20,0,78,12090,0,6,6,1981,1981,1422,1422,2,0,3,1,2,276,0,0,0,0,0,0,6,2008,175500
85,0,74,8740,0,5,6,1982,1982,840,860,1,0,2,1,2,0,0,0,0,0,0,0,7,2009,137000
20,0,60,6600,0,5,9,1982,2008,816,816,1,0,3,1,1,0,0,0,0,0,0,0,10,2008,130500
20,0,69,7599,0,4,6,1982,2006,845,845,1,0,2,1,2,0,0,0,0,0,0,0,6,2007,129500
20,0,76,8314,0,5,7,1982,1982,816,816,1,0,2,1,1,168,0,0,0,0,0,0,6,2007,124500
50,0,79,12327,0,8,8,1983,2009,1496,2132,1,1,1,1,2,349,40,0,0,0,0,0,9,2009,316600
20,0,71,9187,0,6,5,1983,1983,1084,1080,1,1,3,1,2,120,0,158,0,0,0,0,6,2007,134000
20,0,91,14145,0,7,7,1984,1998,1208,1621,2,0,3,1,2,108,45,0,0,0,0,400,5,2006,202500
80,0,78,12090,0,6,7,1984,2003,585,1868,3,1,3,1,2,268,112,0,0,147,0,0,1,2007,178000
20,0,81,9672,0,6,5,1984,1985,1040,1097,2,0,3,1,2,0,0,0,0,0,0,0,5,2010,152000
80,0,37,7937,0,6,6,1984,1984,1003,1003,1,0,3,1,2,120,0,0,0,0,0,0,3,2006,142500
120,0,50,7175,0,6,5,1984,1984,744,752,1,0,2,1,1,353,0,0,0,90,0,0,2,2010,125000
60,0,77,9206,0,6,5,1985,1985,741,1732,2,1,3,1,2,192,46,0,0,0,0,0,6,2010,178000
60,0,46,20544,0,7,6,1986,1991,791,2093,2,1,3,1,2,364,63,0,0,0,0,0,11,2008,215000
20,0,47,12416,0,6,5,1986,1986,1606,1651,2,0,3,1,2,192,0,0,0,0,0,0,11,2008,184000
160,0,44,5306,0,7,7,1987,1987,1064,1767,2,0,2,1,2,441,35,0,0,0,0,0,6,2006,239000
90,0,60,10800,0,5,5,1987,1988,1200,1200,3,0,3,1,0,120,0,0,0,0,0,0,3,2009,179000
20,0,54,13811,0,6,6,1987,1987,1112,1137,2,0,2,1,2,125,0,0,0,0,0,0,7,2006,176000
20,0,80,10400,0,7,5,1988,1988,1845,1872,2,0,3,1,2,197,39,0,0,0,0,0,6,2006,241500
60,0,97,10029,0,6,5,1988,1989,1151,2060,2,1,4,1,2,0,228,0,0,192,0,0,9,2007,211000
120,0,40,4671,0,8,5,1988,1989,1228,1228,2,0,2,1,2,168,120,0,0,0,0,0,10,2008,189000
80,0,85,10200,0,6,5,1988,1989,1461,1509,2,0,3,1,2,224,0,0,0,0,0,0,8,2008,175000
20,0,130,11457,0,6,5,1988,1988,1392,1412,2,0,3,1,2,0,0,169,0,0,0,0,3,2009,175000
90,0,82,11070,0,7,5,1988,1989,1907,1959,3,0,5,2,3,0,0,0,0,0,0,0,7,2006,171000
50,0,152,12134,0,8,7,1988,2005,559,1752,2,0,4,1,2,325,12,0,0,0,0,0,6,2010,164000
60,0,42,26178,0,7,5,1989,1990,1210,2519,2,1,4,1,2,320,27,0,0,0,0,0,4,2006,335000
60,0,82,11287,0,7,6,1989,1989,807,1982,2,1,3,1,2,0,84,0,196,0,0,0,1,2007,228500
60,0,90,12376,0,7,5,1990,1990,1673,3222,3,0,5,1,3,367,0,0,0,0,0,0,5,2010,320000
20,0,90,14684,0,7,7,1990,1991,2158,2196,2,0,3,1,3,84,70,0,0,0,0,0,6,2009,271900
60,0,86,11839,0,7,5,1990,1990,1475,2329,2,1,4,1,2,192,121,0,0,0,0,0,5,2008,262280
60,0,116,13474,0,7,5,1990,1991,700,2243,2,1,4,1,3,127,44,224,0,0,0,0,6,2007,225000
50,0,44,13758,0,7,5,1990,1991,1156,1717,2,1,3,1,2,168,36,0,0,0,0,0,4,2007,187500
20,0,99,11851,0,7,5,1990,1990,1424,1442,2,0,3,1,2,0,34,0,508,0,0,0,5,2009,180500
20,0,50,8049,0,7,5,1990,1990,1309,1339,2,0,2,1,2,0,58,0,0,90,0,0,7,2006,180000
90,0,81,11841,1,6,5,1990,1990,816,816,1,0,3,1,0,0,32,0,0,0,0,0,5,2007,118500
60,0,121,16059,0,8,5,1991,1992,1288,2417,2,1,4,1,2,127,82,0,0,0,0,0,4,2006,260000
60,0,103,13125,0,7,5,1991,1991,1104,2127,2,1,4,1,3,72,192,224,0,0,0,0,11,2007,238000
20,0,63,10712,0,5,5,1991,1992,974,974,1,0,3,1,0,0,28,0,0,0,0,0,9,2007,93500
50,0,85,10678,0,8,5,1992,2000,1683,2872,2,1,4,1,2,0,33,0,0,0,0,0,4,2007,285000
60,0,80,10041,0,8,5,1992,1992,908,1915,2,1,3,1,2,120,150,0,0,0,0,0,2,2006,220000
60,0,70,11218,0,6,5,1992,1992,1055,1845,2,1,3,1,2,635,104,0,0,0,0,400,5,2010,189000
120,0,50,8012,0,6,5,1992,1992,1575,1575,2,0,2,1,2,0,0,52,0,0,0,0,7,2007,179200
60,0,65,7153,0,6,5,1992,1992,761,1603,2,1,3,1,2,0,124,0,0,0,0,0,7,2006,175900
60,0,96,10542,0,7,5,1993,1994,1311,2418,2,1,3,1,3,250,154,216,0,0,0,0,8,2008,341000
120,0,32,10846,0,8,5,1993,1993,1719,1719,1,1,1,1,2,122,30,0,0,0,0,0,5,2008,324000
60,0,90,9900,0,7,5,1993,1993,1347,2646,2,1,4,1,3,340,60,144,0,0,0,0,4,2009,260000
60,0,80,9938,0,7,5,1993,1994,1050,1949,2,1,3,1,2,156,90,0,0,0,0,0,6,2010,236000
60,0,59,11228,0,7,5,1993,1993,1080,2097,2,1,3,1,3,196,187,0,0,0,0,0,12,2008,228000
60,0,80,9554,0,8,5,1993,1994,777,1911,2,1,3,1,2,182,81,0,0,0,0,0,9,2006,215000
60,0,75,9317,0,7,5,1993,1993,740,1775,2,1,3,1,2,234,72,192,0,0,0,0,7,2009,213000
120,0,50,8012,0,6,5,1993,1994,1604,1617,2,0,2,1,2,0,69,0,0,0,0,0,7,2008,193000
120,0,41,5395,0,8,5,1993,1993,1337,1337,2,0,2,1,2,96,0,70,168,0,0,0,10,2008,180000
50,0,85,14115,0,5,5,1993,1995,796,1362,1,1,1,1,2,40,30,0,320,0,0,700,10,2009,143000
60,0,98,12256,0,8,5,1994,1995,1463,2622,2,1,3,1,2,186,32,0,0,0,0,0,4,2010,325000
20,0,91,14303,0,8,5,1994,1994,1986,1987,2,0,2,1,2,262,36,0,0,0,0,0,8,2008,301500
60,0,92,10120,0,8,5,1994,1994,1165,2526,2,1,4,1,3,309,78,0,0,0,0,0,12,2006,290000
60,0,81,10944,0,7,5,1994,1994,1223,2127,2,1,3,1,2,171,132,0,0,0,0,0,8,2008,271000
20,0,89,12461,0,8,5,1994,1995,1624,1624,2,0,2,1,3,0,114,192,0,0,0,0,7,2006,262000
60,0,70,8750,0,7,5,1994,1995,915,1908,2,1,4,1,2,144,133,0,0,0,0,0,7,2008,210000
60,0,70,8462,0,6,5,1994,1994,928,1721,2,1,3,1,2,300,87,0,0,0,0,0,7,2007,201000
20,0,65,8125,0,6,5,1994,1998,1408,1679,2,0,3,1,2,224,42,0,0,0,0,0,10,2008,193500
60,0,65,8125,0,6,5,1994,1995,702,1481,2,1,3,1,2,0,36,0,0,0,0,0,3,2009,174000
20,0,57,9245,0,5,5,1994,1995,990,990,1,0,3,1,2,0,0,0,0,0,0,0,2,2008,145000
20,0,112,10859,0,5,5,1994,1995,1097,1097,1,1,3,1,2,392,64,0,0,0,0,0,6,2009,145000
20,0,60,8072,0,5,5,1994,1995,990,990,1,0,3,1,2,0,64,0,0,0,0,0,5,2009,138000
20,0,65,8775,0,5,5,1994,1994,990,990,1,0,3,1,1,0,64,0,0,0,0,0,4,2007,126000
20,0,60,8070,0,4,5,1994,1995,990,990,1,0,3,1,0,0,0,0,0,0,0,0,8,2007,123600
20,0,91,10437,0,8,6,1995,1995,2109,2113,2,1,2,1,3,236,46,0,0,0,0,0,8,2008,350000
60,0,82,9950,0,7,5,1995,1995,1203,2520,2,1,4,1,3,224,114,0,0,0,0,0,6,2007,290000
60,0,65,12257,0,8,5,1995,1995,1318,2531,2,1,4,1,3,222,98,0,0,0,0,0,11,2007,290000
60,0,80,10000,0,8,5,1995,1996,1220,2090,2,1,3,1,2,0,65,0,0,0,0,0,12,2007,240000
60,0,80,9828,0,8,5,1995,1995,1128,2020,2,1,3,1,2,0,155,0,0,0,0,0,6,2009,239500
120,0,39,5389,0,8,5,1995,1996,1595,1616,2,0,2,1,2,237,152,0,0,0,0,0,3,2010,236500
20,0,63,7875,0,7,5,1995,1996,1237,1253,2,0,3,1,2,220,21,0,0,0,0,0,6,2007,176000
20,0,43,13568,0,5,5,1995,1995,990,990,1,0,3,1,2,224,0,0,0,0,0,0,7,2006,156000
20,0,75,9525,0,5,6,1995,2006,1099,1099,1,1,3,1,1,278,0,0,0,0,0,0,6,2008,144000
60,0,80,14000,0,7,5,1996,1997,1306,2260,2,1,3,1,2,296,44,0,0,0,0,0,4,2010,328000
60,0,95,11787,0,7,5,1996,1997,1379,2398,2,1,3,1,3,239,60,0,0,0,0,0,8,2007,315750
60,0,92,9920,0,7,5,1996,1997,1117,2013,2,1,3,1,2,180,130,0,0,0,0,0,6,2007,269790
60,0,79,10208,0,7,5,1996,1997,1264,2344,2,1,3,1,3,220,0,0,0,0,0,0,7,2009,265000
20,0,59,10593,0,7,5,1996,1996,1720,1720,2,0,3,1,2,240,56,154,0,0,0,0,3,2010,260400
120,0,38,14963,0,8,5,1996,1996,1260,1288,1,1,1,1,2,120,30,0,0,224,0,0,12,2008,245500
